
***************************************************************************
                         EOV koordinátajegyzék
***************************************************************************

P.szám                   Y             X           h                kód       dátum        idõ
GPS_Auto_1326        650133.266   238537.721     114.130        --------   2021.10.08   15:44:19
GPS_Auto_1327        650133.265   238537.724     114.128        --------   2021.10.08   15:44:20
GPS_Auto_1328        650133.264   238537.722     114.119        --------   2021.10.08   15:44:21
GPS_Auto_1329        650133.265   238537.721     114.121        --------   2021.10.08   15:44:22
GPS_Auto_1330        650133.264   238537.730     114.122        --------   2021.10.08   15:44:23
GPS_Auto_1331        650133.268   238537.723     114.117        --------   2021.10.08   15:44:24
GPS_Auto_1332        650133.266   238537.719     114.121        --------   2021.10.08   15:44:25
GPS_Auto_1333        650133.263   238537.719     114.128        --------   2021.10.08   15:44:26
GPS_Auto_1334        650133.265   238537.723     114.129        --------   2021.10.08   15:44:27
GPS_Auto_1335        650133.267   238537.715     114.129        --------   2021.10.08   15:44:28
GPS_Auto_1336        650133.266   238537.718     114.128        --------   2021.10.08   15:44:29
GPS_Auto_1337        650133.262   238537.730     114.127        --------   2021.10.08   15:44:30
GPS_Auto_1338        650133.262   238537.724     114.125        --------   2021.10.08   15:44:31
GPS_Auto_1339        650133.265   238537.718     114.124        --------   2021.10.08   15:44:32
GPS_Auto_1340        650133.265   238537.719     114.116        --------   2021.10.08   15:44:33
GPS_Auto_1341        650133.263   238537.722     114.124        --------   2021.10.08   15:44:34
GPS_Auto_1342        650133.262   238537.724     114.127        --------   2021.10.08   15:44:35
GPS_Auto_1343        650133.265   238537.715     114.125        --------   2021.10.08   15:44:36
GPS_Auto_1344        650133.269   238537.716     114.123        --------   2021.10.08   15:44:37
GPS_Auto_1345        650133.264   238537.720     114.118        --------   2021.10.08   15:44:38
GPS_Auto_1346        650133.266   238537.721     114.134        --------   2021.10.08   15:44:39
GPS_Auto_1347        650133.267   238537.714     114.125        --------   2021.10.08   15:44:40
GPS_Auto_1348        650133.266   238537.716     114.127        --------   2021.10.08   15:44:41
GPS_Auto_1349        650133.269   238537.717     114.124        --------   2021.10.08   15:44:42
GPS_Auto_1350        650133.269   238537.719     114.125        --------   2021.10.08   15:44:43
GPS_Auto_1351        650133.267   238537.719     114.121        --------   2021.10.08   15:44:44
GPS_Auto_1352        650133.270   238537.710     114.118        --------   2021.10.08   15:44:45
GPS_Auto_1353        650133.270   238537.714     114.122        --------   2021.10.08   15:44:46
GPS_Auto_1354        650133.271   238537.711     114.114        --------   2021.10.08   15:44:47
GPS_Auto_1355        650133.272   238537.712     114.112        --------   2021.10.08   15:44:48
GPS_Auto_1356        650133.269   238537.713     114.104        --------   2021.10.08   15:44:49
GPS_Auto_1357        650133.269   238537.714     114.102        --------   2021.10.08   15:44:50
GPS_Auto_1358        650133.269   238537.712     114.093        --------   2021.10.08   15:44:51
GPS_Auto_1359        650133.269   238537.716     114.095        --------   2021.10.08   15:44:52
GPS_Auto_1360        650133.270   238537.718     114.096        --------   2021.10.08   15:44:53
GPS_Auto_1361        650133.268   238537.718     114.092        --------   2021.10.08   15:44:54
GPS_Auto_1362        650133.267   238537.721     114.096        --------   2021.10.08   15:44:55
GPS_Auto_1363        650133.268   238537.719     114.100        --------   2021.10.08   15:44:56
GPS_Auto_1364        650133.268   238537.719     114.107        --------   2021.10.08   15:44:57
GPS_Auto_1365        650133.270   238537.718     114.109        --------   2021.10.08   15:44:58
GPS_Auto_1366        650133.269   238537.716     114.111        --------   2021.10.08   15:44:59
GPS_Auto_1367        650133.272   238537.719     114.114        --------   2021.10.08   15:45:00
GPS_Auto_1368        650133.271   238537.719     114.114        --------   2021.10.08   15:45:01
GPS_Auto_1369        650133.269   238537.719     114.115        --------   2021.10.08   15:45:02
GPS_Auto_1370        650133.269   238537.719     114.114        --------   2021.10.08   15:45:03
GPS_Auto_1371        650133.266   238537.721     114.122        --------   2021.10.08   15:45:04
GPS_Auto_1372        650133.268   238537.722     114.116        --------   2021.10.08   15:45:05
GPS_Auto_1373        650133.269   238537.720     114.117        --------   2021.10.08   15:45:06
GPS_Auto_1374        650133.269   238537.719     114.116        --------   2021.10.08   15:45:07
GPS_Auto_1375        650133.267   238537.721     114.123        --------   2021.10.08   15:45:08
GPS_Auto_1376        650133.270   238537.718     114.117        --------   2021.10.08   15:45:09
GPS_Auto_1377        650133.266   238537.722     114.118        --------   2021.10.08   15:45:10
GPS_Auto_1378        650133.265   238537.723     114.118        --------   2021.10.08   15:45:11
GPS_Auto_1379        650133.267   238537.721     114.103        --------   2021.10.08   15:45:12
GPS_Auto_1380        650133.263   238537.717     114.115        --------   2021.10.08   15:45:13
GPS_Auto_1381        650133.265   238537.722     114.099        --------   2021.10.08   15:45:14
GPS_Auto_1382        650133.263   238537.720     114.101        --------   2021.10.08   15:45:15
GPS_Auto_1383        650133.264   238537.719     114.103        --------   2021.10.08   15:45:16
GPS_Auto_1384        650133.271   238537.715     114.093        --------   2021.10.08   15:45:17
GPS_Auto_1385        650133.267   238537.720     114.104        --------   2021.10.08   15:45:18
GPS_Auto_1386        650133.268   238537.711     114.098        --------   2021.10.08   15:45:19
GPS_Auto_1387        650133.268   238537.715     114.100        --------   2021.10.08   15:45:20
GPS_Auto_1388        650133.269   238537.717     114.106        --------   2021.10.08   15:45:21
GPS_Auto_1389        650133.266   238537.716     114.114        --------   2021.10.08   15:45:22
GPS_Auto_1390        650133.265   238537.723     114.115        --------   2021.10.08   15:45:23
GPS_Auto_1391        650133.267   238537.721     114.112        --------   2021.10.08   15:45:24
GPS_Auto_1392        650133.269   238537.719     114.116        --------   2021.10.08   15:45:25
GPS_Auto_1393        650133.268   238537.716     114.117        --------   2021.10.08   15:45:26
GPS_Auto_1394        650133.270   238537.718     114.117        --------   2021.10.08   15:45:27
GPS_Auto_1395        650133.272   238537.722     114.110        --------   2021.10.08   15:45:28
GPS_Auto_1396        650133.267   238537.719     114.111        --------   2021.10.08   15:45:29
GPS_Auto_1397        650133.269   238537.719     114.110        --------   2021.10.08   15:45:30
GPS_Auto_1398        650133.265   238537.726     114.121        --------   2021.10.08   15:45:31
GPS_Auto_1399        650133.263   238537.723     114.120        --------   2021.10.08   15:45:32
GPS_Auto_1400        650133.266   238537.725     114.127        --------   2021.10.08   15:45:33
GPS_Auto_1401        650133.267   238537.722     114.123        --------   2021.10.08   15:45:34
GPS_Auto_1402        650133.265   238537.721     114.121        --------   2021.10.08   15:45:35
GPS_Auto_1403        650133.267   238537.722     114.114        --------   2021.10.08   15:45:36
GPS_Auto_1404        650133.268   238537.722     114.127        --------   2021.10.08   15:45:37
GPS_Auto_1405        650133.266   238537.717     114.121        --------   2021.10.08   15:45:38
GPS_Auto_1406        650133.267   238537.720     114.124        --------   2021.10.08   15:45:39
GPS_Auto_1407        650133.270   238537.713     114.118        --------   2021.10.08   15:45:40
GPS_Auto_1408        650133.268   238537.719     114.118        --------   2021.10.08   15:45:41
GPS_Auto_1409        650133.266   238537.722     114.117        --------   2021.10.08   15:45:42
GPS_Auto_1410        650133.268   238537.721     114.121        --------   2021.10.08   15:45:43
GPS_Auto_1411        650133.267   238537.717     114.118        --------   2021.10.08   15:45:44
GPS_Auto_1412        650133.266   238537.717     114.126        --------   2021.10.08   15:45:45
GPS_Auto_1413        650133.265   238537.716     114.126        --------   2021.10.08   15:45:46
GPS_Auto_1414        650133.265   238537.714     114.124        --------   2021.10.08   15:45:47
GPS_Auto_1415        650133.267   238537.713     114.122        --------   2021.10.08   15:45:48
GPS_Auto_1416        650133.265   238537.719     114.128        --------   2021.10.08   15:45:49
GPS_Auto_1417        650133.264   238537.719     114.129        --------   2021.10.08   15:45:50
GPS_Auto_1418        650133.264   238537.723     114.119        --------   2021.10.08   15:45:51
GPS_Auto_1419        650133.263   238537.720     114.116        --------   2021.10.08   15:45:52
GPS_Auto_1420        650133.267   238537.713     114.116        --------   2021.10.08   15:45:53
GPS_Auto_1421        650133.269   238537.717     114.102        --------   2021.10.08   15:45:54
GPS_Auto_1422        650133.269   238537.715     114.113        --------   2021.10.08   15:45:55
GPS_Auto_1423        650133.268   238537.712     114.096        --------   2021.10.08   15:45:56
GPS_Auto_1424        650133.266   238537.717     114.100        --------   2021.10.08   15:45:57
GPS_Auto_1425        650133.267   238537.719     114.099        --------   2021.10.08   15:45:58
GPS_Auto_1426        650133.268   238537.714     114.098        --------   2021.10.08   15:45:59
GPS_Auto_1427        650133.268   238537.716     114.097        --------   2021.10.08   15:46:00
GPS_Auto_1428        650133.266   238537.717     114.104        --------   2021.10.08   15:46:01
GPS_Auto_1429        650133.268   238537.719     114.095        --------   2021.10.08   15:46:02
GPS_Auto_1430        650133.272   238537.714     114.098        --------   2021.10.08   15:46:03
GPS_Auto_1431        650133.274   238537.710     114.099        --------   2021.10.08   15:46:04
GPS_Auto_1432        650133.270   238537.713     114.094        --------   2021.10.08   15:46:05
GPS_Auto_1433        650133.271   238537.711     114.100        --------   2021.10.08   15:46:06
GPS_Auto_1434        650133.270   238537.716     114.105        --------   2021.10.08   15:46:07
GPS_Auto_1435        650133.269   238537.717     114.111        --------   2021.10.08   15:46:08
GPS_Auto_1436        650133.270   238537.715     114.110        --------   2021.10.08   15:46:09
GPS_Auto_1437        650133.269   238537.713     114.121        --------   2021.10.08   15:46:10
GPS_Auto_1438        650133.269   238537.717     114.121        --------   2021.10.08   15:46:11
GPS_Auto_1439        650133.268   238537.716     114.130        --------   2021.10.08   15:46:12
GPS_Auto_1440        650133.268   238537.714     114.125        --------   2021.10.08   15:46:13
GPS_Auto_1441        650133.270   238537.709     114.126        --------   2021.10.08   15:46:14
GPS_Auto_1442        650133.269   238537.708     114.129        --------   2021.10.08   15:46:15
GPS_Auto_1443        650133.270   238537.710     114.126        --------   2021.10.08   15:46:16
GPS_Auto_1444        650133.264   238537.721     114.133        --------   2021.10.08   15:46:17
GPS_Auto_1445        650133.265   238537.718     114.137        --------   2021.10.08   15:46:18
GPS_Auto_1446        650133.269   238537.717     114.126        --------   2021.10.08   15:46:19
GPS_Auto_1447        650133.262   238537.724     114.130        --------   2021.10.08   15:46:20
GPS_Auto_1448        650133.265   238537.722     114.133        --------   2021.10.08   15:46:21
GPS_Auto_1449        650133.268   238537.718     114.132        --------   2021.10.08   15:46:22
GPS_Auto_1450        650133.266   238537.719     114.134        --------   2021.10.08   15:46:23
GPS_Auto_1451        650133.270   238537.718     114.136        --------   2021.10.08   15:46:24
GPS_Auto_1452        650133.269   238537.714     114.127        --------   2021.10.08   15:46:25
GPS_Auto_1453        650133.269   238537.714     114.125        --------   2021.10.08   15:46:26
GPS_Auto_1454        650133.269   238537.710     114.129        --------   2021.10.08   15:46:27
GPS_Auto_1455        650133.267   238537.712     114.127        --------   2021.10.08   15:46:28
GPS_Auto_1456        650133.267   238537.714     114.130        --------   2021.10.08   15:46:29
GPS_Auto_1457        650133.263   238537.722     114.135        --------   2021.10.08   15:46:30
GPS_Auto_1458        650133.265   238537.720     114.136        --------   2021.10.08   15:46:31
GPS_Auto_1459        650133.268   238537.711     114.130        --------   2021.10.08   15:46:32
GPS_Auto_1460        650133.269   238537.718     114.125        --------   2021.10.08   15:46:33
GPS_Auto_1461        650133.267   238537.718     114.129        --------   2021.10.08   15:46:34
GPS_Auto_1462        650133.268   238537.716     114.129        --------   2021.10.08   15:46:35
GPS_Auto_1463        650133.266   238537.716     114.134        --------   2021.10.08   15:46:36
GPS_Auto_1464        650133.265   238537.720     114.132        --------   2021.10.08   15:46:37
GPS_Auto_1465        650133.264   238537.721     114.127        --------   2021.10.08   15:46:38
GPS_Auto_1466        650133.265   238537.718     114.126        --------   2021.10.08   15:46:39
GPS_Auto_1467        650133.267   238537.718     114.130        --------   2021.10.08   15:46:40
GPS_Auto_1468        650133.267   238537.717     114.131        --------   2021.10.08   15:46:41
GPS_Auto_1469        650133.268   238537.709     114.132        --------   2021.10.08   15:46:42
GPS_Auto_1470        650133.267   238537.715     114.135        --------   2021.10.08   15:46:43
GPS_Auto_1471        650133.268   238537.713     114.134        --------   2021.10.08   15:46:44
GPS_Auto_1472        650133.269   238537.715     114.125        --------   2021.10.08   15:46:45
GPS_Auto_1473        650133.266   238537.719     114.129        --------   2021.10.08   15:46:46
GPS_Auto_1474        650133.267   238537.719     114.130        --------   2021.10.08   15:46:47
GPS_Auto_1475        650133.271   238537.713     114.128        --------   2021.10.08   15:46:48
GPS_Auto_1476        650133.266   238537.715     114.127        --------   2021.10.08   15:46:49
GPS_Auto_1477        650133.266   238537.717     114.128        --------   2021.10.08   15:46:50
GPS_Auto_1478        650133.267   238537.712     114.118        --------   2021.10.08   15:46:51
GPS_Auto_1479        650133.267   238537.717     114.126        --------   2021.10.08   15:46:52
GPS_Auto_1480        650133.264   238537.722     114.128        --------   2021.10.08   15:46:53
GPS_Auto_1481        650133.266   238537.724     114.123        --------   2021.10.08   15:46:54
GPS_Auto_1482        650133.268   238537.719     114.126        --------   2021.10.08   15:46:55
GPS_Auto_1483        650133.264   238537.719     114.131        --------   2021.10.08   15:46:56
GPS_Auto_1484        650133.268   238537.719     114.121        --------   2021.10.08   15:46:57
GPS_Auto_1485        650133.268   238537.719     114.122        --------   2021.10.08   15:46:58
GPS_Auto_1486        650133.268   238537.719     114.126        --------   2021.10.08   15:46:59
GPS_Auto_1487        650133.270   238537.718     114.120        --------   2021.10.08   15:47:00
GPS_Auto_1488        650133.269   238537.720     114.129        --------   2021.10.08   15:47:01
GPS_Auto_1489        650133.266   238537.719     114.125        --------   2021.10.08   15:47:02
GPS_Auto_1490        650133.266   238537.715     114.125        --------   2021.10.08   15:47:03
GPS_Auto_1491        650133.269   238537.718     114.124        --------   2021.10.08   15:47:04
GPS_Auto_1492        650133.271   238537.714     114.126        --------   2021.10.08   15:47:05
GPS_Auto_1493        650133.267   238537.715     114.126        --------   2021.10.08   15:47:06
GPS_Auto_1494        650133.270   238537.714     114.127        --------   2021.10.08   15:47:07
GPS_Auto_1495        650133.271   238537.711     114.124        --------   2021.10.08   15:47:08
GPS_Auto_1496        650133.273   238537.713     114.114        --------   2021.10.08   15:47:09
GPS_Auto_1497        650133.267   238537.717     114.120        --------   2021.10.08   15:47:10
GPS_Auto_1498        650133.270   238537.716     114.120        --------   2021.10.08   15:47:11
GPS_Auto_1499        650133.272   238537.716     114.114        --------   2021.10.08   15:47:12
GPS_Auto_1500        650133.272   238537.713     114.117        --------   2021.10.08   15:47:13
GPS_Auto_1501        650133.268   238537.715     114.119        --------   2021.10.08   15:47:14
GPS_Auto_1502        650133.269   238537.714     114.124        --------   2021.10.08   15:47:15
GPS_Auto_1503        650133.267   238537.716     114.123        --------   2021.10.08   15:47:16
GPS_Auto_1504        650133.270   238537.710     114.118        --------   2021.10.08   15:47:17
GPS_Auto_1505        650133.268   238537.713     114.117        --------   2021.10.08   15:47:18
GPS_Auto_1506        650133.265   238537.717     114.116        --------   2021.10.08   15:47:19
GPS_Auto_1507        650133.266   238537.715     114.119        --------   2021.10.08   15:47:20
GPS_Auto_1508        650133.268   238537.714     114.112        --------   2021.10.08   15:47:21
GPS_Auto_1509        650133.268   238537.715     114.111        --------   2021.10.08   15:47:22
GPS_Auto_1510        650133.266   238537.717     114.114        --------   2021.10.08   15:47:23
GPS_Auto_1511        650133.265   238537.719     114.120        --------   2021.10.08   15:47:24
GPS_Auto_1512        650133.267   238537.716     114.118        --------   2021.10.08   15:47:25
GPS_Auto_1513        650133.267   238537.719     114.120        --------   2021.10.08   15:47:26
GPS_Auto_1514        650133.269   238537.716     114.114        --------   2021.10.08   15:47:27
GPS_Auto_1515        650133.270   238537.714     114.121        --------   2021.10.08   15:47:28
GPS_Auto_1516        650133.266   238537.716     114.119        --------   2021.10.08   15:47:29
GPS_Auto_1517        650133.266   238537.717     114.123        --------   2021.10.08   15:47:30
GPS_Auto_1518        650133.266   238537.715     114.129        --------   2021.10.08   15:47:31
GPS_Auto_1519        650133.268   238537.720     114.113        --------   2021.10.08   15:47:32
GPS_Auto_1520        650133.269   238537.717     114.127        --------   2021.10.08   15:47:33
GPS_Auto_1521        650133.269   238537.713     114.123        --------   2021.10.08   15:47:34
GPS_Auto_1522        650133.268   238537.716     114.137        --------   2021.10.08   15:47:35
GPS_Auto_1523        650133.266   238537.718     114.130        --------   2021.10.08   15:47:36
GPS_Auto_1524        650133.268   238537.715     114.136        --------   2021.10.08   15:47:37
GPS_Auto_1525        650133.268   238537.716     114.138        --------   2021.10.08   15:47:38
GPS_Auto_1526        650133.270   238537.713     114.132        --------   2021.10.08   15:47:39
GPS_Auto_1527        650133.269   238537.715     114.125        --------   2021.10.08   15:47:40
GPS_Auto_1528        650133.268   238537.714     114.135        --------   2021.10.08   15:47:41
GPS_Auto_1529        650133.267   238537.714     114.127        --------   2021.10.08   15:47:42
GPS_Auto_1530        650133.267   238537.716     114.131        --------   2021.10.08   15:47:43
GPS_Auto_1531        650133.268   238537.714     114.133        --------   2021.10.08   15:47:44
GPS_Auto_1532        650133.267   238537.714     114.132        --------   2021.10.08   15:47:45
GPS_Auto_1533        650133.269   238537.711     114.132        --------   2021.10.08   15:47:46
GPS_Auto_1534        650133.268   238537.715     114.131        --------   2021.10.08   15:47:47
GPS_Auto_1535        650133.270   238537.713     114.125        --------   2021.10.08   15:47:48
GPS_Auto_1536        650133.266   238537.717     114.134        --------   2021.10.08   15:47:49
GPS_Auto_1537        650133.266   238537.717     114.129        --------   2021.10.08   15:47:50
GPS_Auto_1538        650133.268   238537.716     114.128        --------   2021.10.08   15:47:51
GPS_Auto_1539        650133.266   238537.715     114.131        --------   2021.10.08   15:47:52
GPS_Auto_1540        650133.268   238537.715     114.127        --------   2021.10.08   15:47:53
GPS_Auto_1541        650133.267   238537.718     114.126        --------   2021.10.08   15:47:54
GPS_Auto_1542        650133.268   238537.712     114.121        --------   2021.10.08   15:47:55
GPS_Auto_1543        650133.269   238537.713     114.126        --------   2021.10.08   15:47:56
GPS_Auto_1544        650133.270   238537.711     114.115        --------   2021.10.08   15:47:57
GPS_Auto_1545        650133.271   238537.712     114.124        --------   2021.10.08   15:47:58
GPS_Auto_1546        650133.269   238537.711     114.123        --------   2021.10.08   15:47:59
GPS_Auto_1547        650133.269   238537.716     114.129        --------   2021.10.08   15:47:60
GPS_Auto_1548        650133.267   238537.711     114.126        --------   2021.10.08   15:48:01
GPS_Auto_1549        650133.267   238537.712     114.129        --------   2021.10.08   15:48:02
GPS_Auto_1550        650133.267   238537.711     114.129        --------   2021.10.08   15:48:03
GPS_Auto_1551        650133.266   238537.715     114.129        --------   2021.10.08   15:48:04
GPS_Auto_1552        650133.268   238537.714     114.127        --------   2021.10.08   15:48:05
GPS_Auto_1553        650133.268   238537.710     114.123        --------   2021.10.08   15:48:06
GPS_Auto_1554        650133.268   238537.715     114.131        --------   2021.10.08   15:48:07
GPS_Auto_1555        650133.269   238537.716     114.127        --------   2021.10.08   15:48:08
GPS_Auto_1556        650133.268   238537.708     114.121        --------   2021.10.08   15:48:09
GPS_Auto_1557        650133.266   238537.710     114.123        --------   2021.10.08   15:48:10
GPS_Auto_1558        650133.265   238537.718     114.125        --------   2021.10.08   15:48:11
GPS_Auto_1559        650133.265   238537.717     114.129        --------   2021.10.08   15:48:12
GPS_Auto_1560        650133.264   238537.713     114.129        --------   2021.10.08   15:48:13
GPS_Auto_1561        650133.265   238537.709     114.123        --------   2021.10.08   15:48:14
GPS_Auto_1562        650133.267   238537.710     114.117        --------   2021.10.08   15:48:15
GPS_Auto_1563        650133.270   238537.712     114.123        --------   2021.10.08   15:48:16
GPS_Auto_1564        650133.267   238537.717     114.123        --------   2021.10.08   15:48:17
GPS_Auto_1565        650133.269   238537.712     114.122        --------   2021.10.08   15:48:18
GPS_Auto_1566        650133.266   238537.713     114.122        --------   2021.10.08   15:48:19
GPS_Auto_1567        650133.270   238537.714     114.110        --------   2021.10.08   15:48:20
GPS_Auto_1568        650133.266   238537.717     114.114        --------   2021.10.08   15:48:21
GPS_Auto_1569        650133.268   238537.712     114.118        --------   2021.10.08   15:48:22
GPS_Auto_1570        650133.269   238537.714     114.120        --------   2021.10.08   15:48:23
GPS_Auto_1571        650133.269   238537.712     114.125        --------   2021.10.08   15:48:24
GPS_Auto_1572        650133.270   238537.713     114.125        --------   2021.10.08   15:48:25
GPS_Auto_1573        650133.270   238537.716     114.120        --------   2021.10.08   15:48:26
GPS_Auto_1574        650133.269   238537.715     114.120        --------   2021.10.08   15:48:27
GPS_Auto_1575        650133.267   238537.717     114.129        --------   2021.10.08   15:48:28
GPS_Auto_1576        650133.266   238537.715     114.129        --------   2021.10.08   15:48:29
GPS_Auto_1577        650133.269   238537.713     114.124        --------   2021.10.08   15:48:30
GPS_Auto_1578        650133.267   238537.713     114.125        --------   2021.10.08   15:48:31
GPS_Auto_1579        650133.268   238537.712     114.123        --------   2021.10.08   15:48:32
GPS_Auto_1580        650133.267   238537.712     114.123        --------   2021.10.08   15:48:33
GPS_Auto_1581        650133.267   238537.713     114.121        --------   2021.10.08   15:48:34
GPS_Auto_1582        650133.269   238537.711     114.124        --------   2021.10.08   15:48:35
GPS_Auto_1583        650133.268   238537.713     114.125        --------   2021.10.08   15:48:36
GPS_Auto_1584        650133.267   238537.708     114.117        --------   2021.10.08   15:48:37
GPS_Auto_1585        650133.268   238537.713     114.120        --------   2021.10.08   15:48:38
GPS_Auto_1586        650133.264   238537.714     114.120        --------   2021.10.08   15:48:39
GPS_Auto_1587        650133.269   238537.710     114.106        --------   2021.10.08   15:48:40
GPS_Auto_1588        650133.267   238537.711     114.104        --------   2021.10.08   15:48:41
GPS_Auto_1589        650133.265   238537.715     114.109        --------   2021.10.08   15:48:42
GPS_Auto_1590        650133.265   238537.713     114.103        --------   2021.10.08   15:48:43
GPS_Auto_1591        650133.270   238537.710     114.096        --------   2021.10.08   15:48:44
GPS_Auto_1592        650133.269   238537.716     114.104        --------   2021.10.08   15:48:45
GPS_Auto_1593        650133.268   238537.715     114.106        --------   2021.10.08   15:48:46
GPS_Auto_1594        650133.268   238537.718     114.107        --------   2021.10.08   15:48:47
GPS_Auto_1595        650133.265   238537.718     114.105        --------   2021.10.08   15:48:48
GPS_Auto_1596        650133.268   238537.717     114.097        --------   2021.10.08   15:48:49
GPS_Auto_1597        650133.269   238537.713     114.098        --------   2021.10.08   15:48:50
GPS_Auto_1598        650133.267   238537.714     114.097        --------   2021.10.08   15:48:51
GPS_Auto_1599        650133.267   238537.716     114.091        --------   2021.10.08   15:48:52
GPS_Auto_1600        650133.269   238537.715     114.087        --------   2021.10.08   15:48:53
GPS_Auto_1601        650133.267   238537.718     114.095        --------   2021.10.08   15:48:54
GPS_Auto_1602        650133.268   238537.711     114.097        --------   2021.10.08   15:48:55
GPS_Auto_1603        650133.268   238537.713     114.096        --------   2021.10.08   15:48:56
GPS_Auto_1604        650133.266   238537.712     114.103        --------   2021.10.08   15:48:57
GPS_Auto_1605        650133.270   238537.716     114.100        --------   2021.10.08   15:48:58
GPS_Auto_1606        650133.269   238537.713     114.111        --------   2021.10.08   15:48:59
GPS_Auto_1607        650133.269   238537.716     114.113        --------   2021.10.08   15:49:00
GPS_Auto_1608        650133.271   238537.714     114.108        --------   2021.10.08   15:49:01
GPS_Auto_1609        650133.270   238537.712     114.109        --------   2021.10.08   15:49:02
GPS_Auto_1610        650133.271   238537.711     114.109        --------   2021.10.08   15:49:03
GPS_Auto_1611        650133.268   238537.719     114.122        --------   2021.10.08   15:49:04
GPS_Auto_1612        650133.267   238537.715     114.117        --------   2021.10.08   15:49:05
GPS_Auto_1613        650133.269   238537.713     114.126        --------   2021.10.08   15:49:06
GPS_Auto_1614        650133.269   238537.711     114.123        --------   2021.10.08   15:49:07
GPS_Auto_1615        650133.269   238537.713     114.117        --------   2021.10.08   15:49:08
GPS_Auto_1616        650133.268   238537.715     114.123        --------   2021.10.08   15:49:09
GPS_Auto_1617        650133.266   238537.714     114.126        --------   2021.10.08   15:49:10
GPS_Auto_1618        650133.268   238537.712     114.125        --------   2021.10.08   15:49:11
GPS_Auto_1619        650133.269   238537.714     114.129        --------   2021.10.08   15:49:12
GPS_Auto_1620        650133.271   238537.713     114.130        --------   2021.10.08   15:49:13
GPS_Auto_1621        650133.270   238537.715     114.132        --------   2021.10.08   15:49:14
GPS_Auto_1622        650133.269   238537.712     114.142        --------   2021.10.08   15:49:15
GPS_Auto_1623        650133.267   238537.716     114.144        --------   2021.10.08   15:49:16
GPS_Auto_1624        650133.266   238537.713     114.139        --------   2021.10.08   15:49:17
GPS_Auto_1625        650133.268   238537.717     114.136        --------   2021.10.08   15:49:18
GPS_Auto_1626        650133.268   238537.715     114.132        --------   2021.10.08   15:49:19
GPS_Auto_1627        650133.266   238537.713     114.124        --------   2021.10.08   15:49:20
GPS_Auto_1628        650133.270   238537.714     114.121        --------   2021.10.08   15:49:21
GPS_Auto_1629        650133.270   238537.714     114.121        --------   2021.10.08   15:49:22
GPS_Auto_1630        650133.269   238537.713     114.110        --------   2021.10.08   15:49:23
GPS_Auto_1631        650133.269   238537.715     114.114        --------   2021.10.08   15:49:24
GPS_Auto_1632        650133.269   238537.716     114.104        --------   2021.10.08   15:49:25
GPS_Auto_1633        650133.269   238537.713     114.105        --------   2021.10.08   15:49:26
GPS_Auto_1634        650133.273   238537.706     114.106        --------   2021.10.08   15:49:27
GPS_Auto_1635        650133.273   238537.710     114.112        --------   2021.10.08   15:49:28
GPS_Auto_1636        650133.272   238537.714     114.112        --------   2021.10.08   15:49:29
GPS_Auto_1637        650133.268   238537.717     114.105        --------   2021.10.08   15:49:30
GPS_Auto_1638        650133.268   238537.714     114.123        --------   2021.10.08   15:49:31
GPS_Auto_1639        650133.269   238537.713     114.122        --------   2021.10.08   15:49:32
GPS_Auto_1640        650133.270   238537.713     114.123        --------   2021.10.08   15:49:33
GPS_Auto_1641        650133.271   238537.711     114.124        --------   2021.10.08   15:49:34
GPS_Auto_1642        650133.271   238537.715     114.119        --------   2021.10.08   15:49:35
GPS_Auto_1643        650133.271   238537.715     114.117        --------   2021.10.08   15:49:36
GPS_Auto_1644        650133.269   238537.714     114.121        --------   2021.10.08   15:49:37
GPS_Auto_1645        650133.269   238537.716     114.118        --------   2021.10.08   15:49:38
GPS_Auto_1646        650133.272   238537.717     114.111        --------   2021.10.08   15:49:39
GPS_Auto_1647        650133.270   238537.719     114.109        --------   2021.10.08   15:49:40
GPS_Auto_1648        650133.271   238537.712     114.115        --------   2021.10.08   15:49:41
GPS_Auto_1649        650133.273   238537.712     114.104        --------   2021.10.08   15:49:42
GPS_Auto_1650        650133.272   238537.713     114.109        --------   2021.10.08   15:49:43
GPS_Auto_1651        650133.273   238537.717     114.106        --------   2021.10.08   15:49:44
GPS_Auto_1652        650133.270   238537.717     114.113        --------   2021.10.08   15:49:45
GPS_Auto_1653        650133.271   238537.714     114.112        --------   2021.10.08   15:49:46
GPS_Auto_1654        650133.269   238537.716     114.116        --------   2021.10.08   15:49:47
GPS_Auto_1655        650133.271   238537.713     114.109        --------   2021.10.08   15:49:48
GPS_Auto_1656        650133.272   238537.714     114.102        --------   2021.10.08   15:49:49
GPS_Auto_1657        650133.272   238537.716     114.110        --------   2021.10.08   15:49:50
GPS_Auto_1658        650133.271   238537.715     114.116        --------   2021.10.08   15:49:51
GPS_Auto_1659        650133.269   238537.716     114.111        --------   2021.10.08   15:49:52
GPS_Auto_1660        650133.269   238537.717     114.112        --------   2021.10.08   15:49:53
GPS_Auto_1661        650133.270   238537.714     114.109        --------   2021.10.08   15:49:54
GPS_Auto_1662        650133.270   238537.717     114.113        --------   2021.10.08   15:49:55
GPS_Auto_1663        650133.271   238537.720     114.104        --------   2021.10.08   15:49:59
GPS_Auto_1664        650133.270   238537.716     114.104        --------   2021.10.08   15:50:00
GPS_Auto_1665        650133.269   238537.713     114.109        --------   2021.10.08   15:50:01
